npsn,nama_sekolah,alamat,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telepon,kondisi_lingkungan,akreditasi
2.0104206E7,SDN Penggilingan 09 Pg.,"Komp. Aneka Elok, Jl. Mentibu",Cakung,304.0,13.0,"N. Nurhayati, MPd",(021) 4804616,Baik,A
2.0100652E7,SDN Penjaringan 01 Pg.,Jl. Luar Batang V,Penjaringan,406.0,15.0,"Drs. Ade Kusnaedy, M.Pd",(021) 66600059,Padat/Kumuh,A
2.0104893E7,SDN Penjaringan 02 Pt.,Jl. Luar Batang V RT015/RW03,Penjaringan,439.0,16.0,"Hj. SAPRINAH, S. Pd M.M",(021) 66675604,Padat/Kumuh,A
2.0100651E7,SDN Penjaringan 03 Pg.,Jl. Raya Pluit Selatan 105,Penjaringan,393.0,13.0,"Hj.Sunarti,SE,M.Si",(021) 66675702,Padat/Kumuh,B
2.010065E7,SDN Penjaringan 04 Pg.,Jl. Raya Pluit Selatan No. 105,Penjaringan,416.0,16.0,"Dra. SUKESI, M.Pd.",(021) 66677798,Padat/Kumuh,A
2.0100635E7,SDN Penjaringan 05 Pt.,Jl. Raya Pluit Selatan No. 105,Penjaringan,415.0,16.0,"HERMANTO, S.Pd SD",(021) 66605941,Padat/Kumuh,A
2.0100636E7,SDN Penjaringan 06 Pg.,Jl. Bandengan Utara No. 80,Penjaringan,414.0,14.0,"SUHARDI, S.Pd",(021) 6601525,Padat/Kumuh,A
2.0100637E7,SDN Penjaringan 07 Pg.,Jl. Bandengan Utara,Penjaringan,414.0,17.0,"MALI, S.Pd., M.Si",(021) 66691672,Baik,A
2.0100638E7,SDN Penjaringan 08 Pg.,Jl. Bandengan Utara No. 80,Penjaringan,417.0,14.0,"HJ. AARYATI, S.Pd.SD.",(021) 6631323,Padat/Kumuh,B
2.0104894E7,SDN Penjaringan 09 Pt.,Jl. Bandengan Utara No. 80,Penjaringan,403.0,15.0,"RUDIYANTO, S.Pd",(021) 6600703,Padat/Kumuh,B
2.0100639E7,SDN Penjaringan 10 Pg.,Jl. Bandengan Utara No. 80,Penjaringan,379.0,13.0,"TURIMAN, S.Pd",(021) 6626591,Baik,B
2.010064E7,SDN Penjaringan 11 Pt.,Jl. Bandengan Utara No. 80,Penjaringan,400.0,13.0,"PETRUS CANISIUS ERLI S, S.Pd.",(021) 6626659,Padat/Kumuh,A
2.0100641E7,SDN Penjaringan 12 Pt.,Jl. Raya Pluit Selatan No. 105,Penjaringan,378.0,14.0,"Sukari, S.Pd., M.Si",(021) 6627045,Padat/Kumuh,A
2.010612E7,SDN Pesanggrahan 01 Pg.,"Komp. Deppen, Jl. Penerangan V",Pesanggrahan,443.0,18.0,,(021) 7357981,Baik,A
2.0106121E7,SDN Pesanggrahan 02 Pg.,Jl. Raya Kodam Jaya Bintaro,Pesanggrahan,400.0,17.0,"YEYET SURYATI, S.PdSD.MM",(021) 7351329,Baik,A
2.0106122E7,SDN Pesanggrahan 03 Pg.,Jl. Raya Kodam Bintaro,Pesanggrahan,335.0,14.0,"NURLIANA LUMBAN GAOL, S.Pd",(021) 7374303,Baik,A
2.0106124E7,SDN Pesanggrahan 04 Pg.,Jl. Pondok Indah No. 35,Pesanggrahan,515.0,22.0,Agus Kusyono,(021) 7374536,Baik,A
2.0106125E7,SDN Pesanggrahan 05 Pg.,Jl. H. Gari No. 24,Pesanggrahan,373.0,14.0,"Heru Wiyono, S.Pd. MM",(021) 7377331,Baik,A
2.0106126E7,SDN Pesanggrahan 06 Pt.,Jl. Raya Kodam Bintaro,Pesanggrahan,338.0,14.0,"NURLIANA LUMBAN GAOL, S.Pd",(021) 73691104,Baik,B
2.0106128E7,SDN Pesanggrahan 08 Pt.,Jl. Raya Kodam Bintaro,Pesanggrahan,330.0,16.0,"Yeyet Suryati,S.Pd SD",(021) 73692606,Baik,B
2.0106129E7,SDN Pesanggrahan 09 Pg.,Jl. H. Garie No. 24,Pesanggrahan,469.0,21.0,"Hj. Esih Kurnaesih, S.Pd",(021) 73880978,Baik,A
2.010613E7,SDN Pesanggrahan 10 Pg.,"Komp. Kodam, Jl. Cenek No. 15",Pesanggrahan,335.0,17.0,"RUMIWININGSIH, S.Pd. MM.",(021) 7375568,Baik,A
2.0104655E7,SDN Petamburan 01 Pg.,Jl. Petamburan No. 4,Tanah Abang,342.0,15.0,"BAMBANG MAHDI, S.Pd",(021) 53679743,Padat/Kumuh,A
2.0104656E7,SDN Petamburan 02 Pt.,Jl. Petamburan IV,Tanah Abang,289.0,13.0,"Dra. Hj. ERMINAWATI, M.Pd.",(021) 53674384,Padat/Kumuh,A
2.0100501E7,SDN Petamburan 03 Pg.,Jl. Petamburan IV,Tanah Abang,309.0,17.0,"Tutit Kurniawati, S.Pd MM",0812 12569765,Padat/Kumuh,A
2.0100502E7,SDN Petamburan 04 Pt.,Jl. Petamburan IV No. 52,Tanah Abang,256.0,8.0,"EDI KUSYANTO, S.Pd",(021) 53690504,Padat/Kumuh,A
2.0104657E7,SDN Petamburan 05 Pg.,Jl. Petamburan II,Tanah Abang,300.0,14.0,TETI DINAR MULYAWATI,(021) 53650301,Banjir,A
2.0100504E7,SDN Petamburan 06 Pt.,Jl. Petamburan II,Tanah Abang,252.0,13.0,"MUHADI, M.Pd",(021) 53650474,Banjir,B
2.0104658E7,SDN Petamburan 07 Pg.,Jl. Petamburan II No. 33,Tanah Abang,193.0,13.0,"Hj. SRI SABARIAH, MM",,Banjir,B
2.0100492E7,SDN Petamburan 08 Pg.,Jl. Petamburan II No. 33,Tanah Abang,123.0,11.0,Dra. EHA KURNIASIH,(021) 53653584,Padat/Kumuh,B
2.0104659E7,SDN Petojo Selatan 01 Pg.,Jl. Tanah Abang V No. 29,Gambir,190.0,10.0,"Arhaeni Kurniati, S.Pd., MM",(021) 3452706,Padat/Kumuh,A
2.010466E7,SDN Petojo Selatan 02 Pg.,Jl. Tanah Abang V No. 29,Gambir,197.0,11.0,"Yati Rohdiyati, S.Pd, M.Si",(021) 3852934,Padat/Kumuh,A
2.0104661E7,SDN Petojo Selatan 05 Pg.,Jl. Petojo Encek XIV No. 35,Gambir,207.0,10.0,Moch. Munir,(021) 3512865,Padat/Kumuh,B
2.0104662E7,SDN Petojo Selatan 06 Pg.,Jl. Petojo Melintang No. 29,Gambir,126.0,11.0,"Dra. TRIWATI, M.Pd",(021) 3512866,Baik,B
2.0104663E7,SDN Petojo Utara 01 Pg.,Jl. Petojo Selatan I No. 27,Gambir,199.0,10.0,"Endang Mudianti, S.Pd, MM",(021) 6328917,Baik,A
2.0104664E7,SDN Petojo Utara 03 Pg.,Jl. Petojo Barat. No. 45,Gambir,226.0,10.0,"SITI SUNANTIN, S. Pd, MM",(021) 63851663,Baik,B
2.0104665E7,SDN Petojo Utara 04 Pt.,Jl. Petojo Barat No. 45,Gambir,126.0,11.0,"Hari Setiati, S.Pd, M.M",(021) 63867350,Baik,B
2.0104667E7,SDN Petojo Utara 05 Pg.,Jl. Petojo Barat No. 45,Gambir,211.0,9.0,"Rosmauli Manik, S.Pd",(021) 63868797,Baik,B
2.0104668E7,SDN Petojo Utara 09 Pg.,Jl. Petojo Barat No. 45,Gambir,258.0,11.0,"JOKO CAHYONO,S.Pd, MM",(021) 630419,Baik,B
2.0104669E7,SDN Petojo Utara 13 Pg.,Jl. Suryopranoto No. 20,Gambir,271.0,13.0,"LUSMIATI, S.Pd, M.M",(021) 6337117,Baik,B
2.0106131E7,SDN Petukangan Selatan 01 Pg.,Jl. Sangrila Indah II,Pesanggrahan,352.0,13.0,"Dual Haryadi, S.Pd",(021) 7374949,Banjir,A
2.0106132E7,SDN Petukangan Selatan 02 Pg.,"Jl. Sakti VII, Sangrila Indah 2",Pesanggrahan,340.0,13.0,"Dwioni Susilowati, M.Pd",(021) 7351063,Banjir,A
2.0106133E7,SDN Petukangan Selatan 03 Pg.,Jl. Kemajuan No. 47,Pesanggrahan,305.0,14.0,"Sri Widati, S.Pd",(021) 73691574,Baik,A
2.0106134E7,SDN Petukangan Selatan 04 Pt.,Jl. Inpres,Pesanggrahan,407.0,17.0,"Hj. Sukmawati, S.Pd",(021) 73889627,Padat/Kumuh,A
2.0106135E7,SDN Petukangan Selatan 05 Pg.,Jl. Inpres RT0014/RW02,Pesanggrahan,451.0,18.0,"Kesia Simanjuntak, S. Ps",(021) 7362414,Padat/Kumuh,A
2.0106136E7,SDN Petukangan Selatan 06 Pt.,Jl. Sangrila Indah II,Pesanggrahan,209.0,11.0,"Dual Haryadi, S.Pd",(021) 73880460,Baik,B
2.0102943E7,SDN Petukangan Selatan 07 Pt.,Jl. Kemajuan,Pesanggrahan,259.0,12.0,"Azas, S.Pd",(021) 73884033,Baik,B
2.0106138E7,SDN Petukangan Selatan 08 Pt.,"Jl. Sangrila Indah II, Petukangan selatan",Pesanggrahan,246.0,12.0,"Titin Supartini, M.Pd",(021) 73691844,Baik,B
2.0106139E7,SDN Petukangan Utara 01 Pg.,Jl. Mesjid Darul Falah,Pesanggrahan,343.0,13.0,"HARTINAH,SPd",(021) 5856459,Baik,A
2.010219E7,SDN Petukangan Utara 02 Pg.,Jl. Mesjid Darul Falah,Pesanggrahan,277.0,11.0,MAKMUL HENDRA,(021) 5859374,Baik,B
2.0102189E7,SDN Petukangan Utara 03 Pt.,Jl. Mesjid Darul Falah,Pesanggrahan,283.0,12.0,Yuhaeni,(021) 5859374,Baik,B
2.0102188E7,SDN Petukangan Utara 04 Pt.,Jl. Mesjid Darul Falah,Pesanggrahan,292.0,12.0,"HJ. ELIZA ZAINUDDIN, S.Pd",(021) 73883274,Baik,B
2.010614E7,SDN Petukangan Utara 05 Pg.,Jl. H. Muchtar Raya,Pesanggrahan,529.0,21.0,Drs. ANAS,(021) 5858841,Baik,A
2.0106141E7,SDN Petukangan Utara 06 Pg.,Jl. Palem Raya,Pesanggrahan,476.0,19.0,MAKMUL HENDRA,(021) 5864788,Baik,B
2.0106142E7,SDN Petukangan Utara 07 Pg.,Jl. Palem Raya,Pesanggrahan,439.0,18.0,"St. H. Pakpahan, S.Pd.",(021) 5853420,Baik,A
2.0106143E7,SDN Petukangan Utara 08 Pg.,Jl. H. Gaim,Pesanggrahan,469.0,20.0,"Hj. N. MAIMUNAWATI, S.Pd. MM",(021) 7371220,Baik,A
2.0106144E7,SDN Petukangan Utara 09 Pg.,Jl. H. Jaelani I,Pesanggrahan,573.0,21.0,Dra. Flourish Esti P M.Pd,(021) 5864475,Banjir,A
2.0102184E7,SDN Petukangan Utara 10 Pg.,Jl. H. Jaelani I,Pesanggrahan,564.0,18.0,,(021) 7359827,Baik,A
2.0109104E7,SDN Pinang Ranti 01 Pg.,Jl. Taman Mini Pintu II,Makasar,254.0,12.0,"HERLIN INDRAWATI, M.MPd",(021) 87799373,Padat/Kumuh,A
2.0104204E7,SDN Pinang Ranti 02 Pg.,Jl. Pinang Ranti I,Makasar,253.0,11.0,TRISNAINI NUR FATHONAH,(021) 87780637,Baik,A
2.0104203E7,SDN Pinang Ranti 03 Pt.,Jl. Asem Nirbaya,Makasar,219.0,11.0,"HJ. SITI VIVI HASANAH, MM.",(021) 87784290,Padat/Kumuh,B
2.0104202E7,SDN Pinang Ranti 04 Pg.,Jl. Kelurahan Pinang Ranti,Makasar,351.0,14.0,"Hj. SURYATI, S.Pd",(021) 8009995,Baik,B
2.0104201E7,SDN Pinang Ranti 05 Pg.,Jl. Pinang Ranti II,Makasar,363.0,16.0,"SRI HARTINI,S.Pd",(021) 8003463,Baik,A
2.01042E7,SDN Pinang Ranti 06 Pt.,Jl. Pinang Ranti I,Makasar,229.0,11.0,"TRISNAINI NUR FATHONAH,S.Pd",(021) 87780124,Padat/Kumuh,A
2.0104199E7,SDN Pinang Ranti 07 Pg.,Jl. Pinang Ranti II,Makasar,262.0,13.0,"AI LISWARA, S.Pd",(021) 80881269,Baik,A
2.0104198E7,SDN Pinang Ranti 08 Pg.,Jl. Pinang Ranti II,Makasar,260.0,13.0,"FRISKA HASIBUAN,M.M",(021) 80070004,Baik,B
2.0104197E7,SDN Pinang Ranti 09 Pg.,Kp. Pulo,Makasar,632.0,28.0,"H.SARIJAN, S.Pd",(021) 8004926,Banjir,A
2.0101419E7,SDN Pinangsia 01 Pg.,Jl. Pinangsia I No. 20,Taman Sari,536.0,19.0,H. MIYONO,(021) 6268410,Baik,A
2.0101417E7,SDN Pinangsia 03 Pg.,Jl. Jembatan Batu No. 49,Taman Sari,203.0,9.0,"Nurhayati, S.Pd",(021) 6918257,Padat/Kumuh,B
2.0101416E7,SDN Pinangsia 05 Pg.,Jl. Jembatan Batu No. 49,Taman Sari,173.0,9.0,"SITI FATIMAH,A.Ma.Pd",(021) 6919432,Banjir,B
2.0101415E7,SDN Pinangsia 06 Pg.,Jl. Jembatan Batu No. 74,Taman Sari,259.0,10.0,"Basuki Widodo Tritomo, S.Pd.",(021) 6264809,Padat/Kumuh,A
2.0109029E7,SDN Pisangan Baru 01 Pg.,Jl. Jendral Ahmad Yani No. 30,Matraman,200.0,10.0,Roslina SinambelaS.Pd,(021) 85903533,Baik,B
2.0108306E7,SDN Pisangan Baru 02 Pg.,Jl. Jendral A. Yani No. 30,Matraman,154.0,11.0,"ROSLINA SINAMBELA, S.Pd",(021) 85907280,Baik,B
2.0108307E7,SDN Pisangan Baru 03 Pg.,Jl. Jendral A. Yani,Matraman,203.0,10.0,"Roslina Sinambela, S.Pd",(021) 85907164,Baik,B
2.0109164E7,SDN Pisangan Baru 05 Pg.,Jl. Pisangan Baru Tengah,Matraman,234.0,10.0,DJAFAR EFFENDI,(021) 8507404,Padat/Kumuh,A
2.0108309E7,SDN Pisangan Baru 07 Pg.,Jl. Pisangan Baru Tengah,Matraman,711.0,28.0,Drs. PARTO,(021) 85908678,Baik,A
2.0108311E7,SDN Pisangan Baru 09 Pg.,Jl. Pisangan Baru I,Matraman,212.0,8.0,"Siti Sofianti, S,Pd",(021) 85902984,Baik,B
2.0109137E7,SDN Pisangan Baru 10 Pt.,Jl. Pisangan Baru I,Matraman,182.0,9.0,JONGRES SITORUS,(021) 85913488,Baik,B
2.010903E7,SDN Pisangan Baru 11 Pg.,Jl. Pisangan Baru I,Matraman,186.0,9.0,HJ.DT.Haryantiningsih M.M.Pd,(021) 8520685,Padat/Kumuh,B
2.0109031E7,SDN Pisangan Baru 13 Pg.,Jl. Pisangan Baru Utara,Matraman,201.0,10.0,"Rugun Dinar Sinaga, S.Pd",(021) 8191916,Banjir,B
2.0103794E7,SDN Pisangan Timur 01 Pg.,Jl. Pisangan Dalam Lama I No. 38,Pulo Gadung,334.0,16.0,"Dra. SUGIATIN, MM",(021) 4899803,Baik,A
2.0103401E7,SDN Pisangan Timur 03 Pg.,Jl. Pisangan Dalam Lama I No. 38,Pulo Gadung,294.0,16.0,"Dra. Sugiatin, M.M",(021) 4755655,Baik,B
2.010338E7,SDN Pisangan Timur 05 Pg.,Jl. Pisangan Lama Dalam I,Pulo Gadung,251.0,10.0,"Drs. DADANG, M.Si",(021) 4707555,Padat/Kumuh,B
2.0103379E7,SDN Pisangan Timur 07 Pg.,Jl. Pisangan Lama Dalam I,Pulo Gadung,199.0,8.0,"Drs. DADANG, M.Si",(021) 47880079,Padat/Kumuh,B
2.0103377E7,SDN Pisangan Timur 10 Pg.,Jl. Gading Raya I,Pulo Gadung,207.0,8.0,"NENY RAHMAWATI, M.Pd.",(021) 47863355,Banjir,B
2.0103376E7,SDN Pisangan Timur 11 Pg.,JL. H. Mugeni II,Pulo Gadung,214.0,8.0,"SRI SUKASMI, S.Pd",(021) 47864303,Baik,B
2.0103375E7,SDN Pisangan Timur 12 Pg.,Jl. Haji Mugeni II,Pulo Gadung,195.0,9.0,SRI SUKASMI,(021) 47863667,Padat/Kumuh,A
2.0103374E7,SDN Pisangan Timur 13 Pg.,Jl. Haji Mugeni II,Pulo Gadung,544.0,25.0,"HADI AMIR SYAM, S. Pd",(021) 4702331,Banjir,B
2.0103371E7,SDN Pisangan Timur 18 Pg.,Jl. Gading Raya I,Pulo Gadung,188.0,9.0,"HELEN HUTABARAT, S.Pd.MM",(021) 47869114,Banjir,A
2.010337E7,SDN Pisangan Timur 19 Pg.,Jl. Gading Raya I,Pulo Gadung,191.0,11.0,"DRS. SUHANA, M.MPd",(021) 4707687,Padat/Kumuh,A
2.0103369E7,SDN Pisangan Timur 20 Pg.,Jl. Gading Raya I,Pulo Gadung,186.0,8.0,OOM IKROM,(021) 47867552,Banjir,B
2.0103368E7,SDN Pisangan Timur 21 Pg.,Jl. Gading Raya I,Pulo Gadung,174.0,9.0,"RAUMAN TAMBUNAN, S.Pd, MM",(021) 47862747,Banjir,B
2.0104895E7,SDN Pluit 01 Pg.,Jl. Pluit Selatan I No. 1,Penjaringan,351.0,17.0,"Dewi Solikah, S.Pd.M.Si",(021) 6622145,Baik,A
2.0104896E7,SDN Pluit 03 Pg.,Jl. Komp. Nelayan Muara Angke,Penjaringan,367.0,23.0,"M. Yusuf, S.Ag",(021) 6684437,Padat/Kumuh,A
2.0109175E7,SDN Pluit 05 Pg.,Jl. Komp. Nelayan Muara Angke,Penjaringan,384.0,25.0,"SUKARI, S.Pd. MSi.",(021) 66601385,Padat/Kumuh,A
2.0108623E7,SDN Pondok Bambu 01 Pg.,Jl. Gading Raya,Duren Sawit,493.0,21.0,"Rahajim Girsang,S.Pd.MM",(021) 8604050,Baik,B
2.0108624E7,SDN Pondok Bambu 02 Pg.,Jl. Pahlawan Revolusi,Duren Sawit,320.0,13.0,"SUNARTO, S.Ag, M.MPd.",(021) 8607039,Baik,A
2.0108625E7,SDN Pondok Bambu 03 Pg.,Jl. Pahlawan Revolusi,Duren Sawit,287.0,11.0,Sutarto,(021) 8608074,Baik,A
2.0108626E7,SDN Pondok Bambu 04 Pg.,Jl. Cipinang Muara II,Duren Sawit,411.0,24.0,"Dra. Hj. SITI NURAINI HAYATI,",(021) 8606538,Baik,A
2.0108628E7,SDN Pondok Bambu 06 Pg.,Jl. Pahlawan Revolusi,Duren Sawit,304.0,12.0,"Hj. NURUL HIDAYAH, S.Pd.MM",(021) 8605430,Baik,B
2.0108629E7,SDN Pondok Bambu 07 Pg.,Jl. Ori Raya,Duren Sawit,298.0,14.0,"HJ. SRI SUGIANTI, S.Pd. MM",(021) 8620551,Baik,B
2.010863E7,SDN Pondok Bambu 08 Pg.,Jl. Ori Raya No. 1-3,Duren Sawit,290.0,13.0,"N. AAH, S.Pd.",(021) 86602672,Baik,A
2.0108425E7,SDN Pondok Bambu 10 Pg.,Jl. Buluh Perindu Raya No. 25,Duren Sawit,248.0,12.0,"Samukin, S.Pd, MM",(021) 8607482,Baik,A
2.0108632E7,SDN Pondok Bambu 11 Pg.,Jl. Taruna Pahlawan Revolusi,Duren Sawit,335.0,18.0,"AMINOTO, S. Pd, M. Si",(021) 86601957,Baik,A
2.0108634E7,SDN Pondok Bambu 13 Pg.,Jl. Balai Rakyat III,Duren Sawit,262.0,11.0,"NI KETUT NURBAKTI, S.Pd",(021) 86603250,Padat/Kumuh,A
2.0108751E7,SDN Pondok Bambu 14 Pg.,Jl. Balai Rakyat III No. 14,Duren Sawit,293.0,12.0,"JUJU JULAEHA, S.Pd.M.M",(021) 8607984,Baik,B
2.0108635E7,SDN Pondok Bambu 15 Pg.,Jl. Balai Rakyat III No. 15,Duren Sawit,377.0,13.0,"Erna Rosita, S.Pd, M.MPd",(021) 8615488,Banjir,A
2.0108636E7,SDN Pondok Bambu 17 Pg.,Jl. Cipinang Muara II,Duren Sawit,345.0,13.0,"Dra. Hj. SITI NURAINI HAYATI,",(021) 86608303,Baik,A
2.0108637E7,SDN Pondok Bambu 18 Pg.,Jl. Pahlawan Revolusi,Duren Sawit,139.0,10.0,JOKO SANTOSO,(021) 8623919,Banjir,B
2.0108638E7,SDN Pondok Kelapa 01 Pg.,"Jl. Tipar Kav. DKI, Pondok Kelapa, Jakarta Timur",Duren Sawit,450.0,17.0,"CH. Sugiyarti, M.MPd",(021) 8650350,Baik,A
2.0109228E7,SDN Pondok Kelapa 02 Pt.,"Jl. Tipar Kav. DKI, Pondok Kelapa",Duren Sawit,425.0,17.0,"HJ.ENDAH ASTUTI, S.PD,MM",(021) 8652814,Baik,A
2.010864E7,SDN Pondok Kelapa 03 Pg.,Jl. Tipar Kav. DKI,Duren Sawit,248.0,17.0,"Sujono, S.Pd",(021) 8650752,Baik,A
2.0108641E7,SDN Pondok Kelapa 04 Pg.,Jl. Tipar Kav. DKI,Duren Sawit,327.0,14.0,,(021) 8647415,Baik,A
2.0108642E7,SDN Pondok Kelapa 05 Pg.,Jl. Haji Naman No. 77,Duren Sawit,686.0,24.0,"KASWINARSI, S.Pd, M.Si",(021) 8650262,Baik,A
2.0108643E7,SDN Pondok Kelapa 06 Pg.,Jl. AD. Lampiri Raya,Duren Sawit,683.0,25.0,"Istadi, M.Pd",(021) 8651227,Banjir,A
2.0108644E7,SDN Pondok Kelapa 07 Pg.,"Komp. Perum Karyawan DKI, Pondok Kelapa",Duren Sawit,304.0,12.0,"RETNO INDAH ARIYATI, S.Pd MM",(021) 8650407,Baik,A
2.0108645E7,SDN Pondok Kelapa 08 Pt.,Jl. Tipar Kav. DKI,Duren Sawit,332.0,13.0,,(021) 86900801,Baik,A
2.0108646E7,SDN Pondok Kelapa 09 Pg.,Komp. Perum Karyawan DKI,Duren Sawit,357.0,15.0,Dra. PRIHANJANI MUSTIKANTI,(021) 8646064,Baik,A
2.0108647E7,SDN Pondok Kelapa 10 Pg.,Jl. Raya Pondok Kelapa Jaya Gas,Duren Sawit,353.0,17.0,"Hj. Eko Lestariyanti, M.Pd",(021) 8650506,Baik,A
2.0108648E7,SDN Pondok Kelapa 11 Pt.,Jl. Komp. DKI Blok M,Duren Sawit,274.0,11.0,"MEI MINAR PAKPAHAN, S.Pd",(021) 8652341,Baik,A
2.0108649E7,SDN Pondok Kelapa 12 Pt.,Komp. Perum Karyawan DKI,Duren Sawit,222.0,11.0,"SULASTRI, M.Pd",(021) 86903714,Baik,A
2.010865E7,SDN Pondok Kopi 01 Pg.,Jl. Bina Karya RT005/RW03,Duren Sawit,438.0,15.0,"N.OOM Wida Komala, S.Pd. MM",(021) 86905061,Padat/Kumuh,B
2.0108651E7,SDN Pondok Kopi 02 Pg.,Jl. Rawa Jaya,Duren Sawit,396.0,18.0,"SUKESI, S.Pd.",(021) 8612949,Baik,B
2.0108652E7,SDN Pondok Kopi 03 Pg.,Jl. Rawa Jaya,Duren Sawit,270.0,15.0,"Sutarmi, S.Pd",(021) 8646311,Baik,A
2.0108653E7,SDN Pondok Kopi 04 Pg.,Jl. Robusta Raya,Duren Sawit,818.0,31.0,"Hj. MULYANTINAH, S. Pd",(021) 8601185,Baik,A
2.0108763E7,SDN Pondok Kopi 05 Pt.,Jl. Rawa Jaya RT006/RW04,Duren Sawit,220.0,12.0,"JUMADI, S.PdI.",(021) 8602879,Baik,A
2.0108654E7,SDN Pondok Kopi 06 Pt.,Jl. Rawajaya,Duren Sawit,210.0,12.0,"Hj. AI HOLISOH, M.MPd",(021) 86905602,Baik,B
2.0108655E7,SDN Pondok Kopi 07 Pg.,Jl. Bina Karya I,Duren Sawit,426.0,15.0,"Cipta Hadi Mulyana, M.Pd",(021) 8657909,Baik,A
2.0108656E7,SDN Pondok Kopi 08 Pg.,JL. ROBUSTA RAYA BLOK P.5,Duren Sawit,622.0,26.0,"MULYANTINAH, S.Pd",(021) 8600844,Baik,A
2.0106145E7,SDN Pondok Labu 01 Pg.,Jl. R S Fatmawati No. 178,Cilandak,407.0,15.0,"NENENG SUDIANINGSIH, M.Pd",(021) 7663007,Baik,A
2.0106146E7,SDN Pondok Labu 02 Pg.,Jl. Swakarya Bawah,Cilandak,350.0,14.0,"V.SUMIYATI, M.Pd",(021) 7666412,Baik,A
2.0106147E7,SDN Pondok Labu 03 Pg.,Jl. H. Saleh No. 37,Cilandak,434.0,20.0,NINA DYAH MUNDARIN,(021) 7656630,Baik,A
2.0102182E7,SDN Pondok Labu 04 Pg.,Jl. H. Saleh No. 37,Cilandak,371.0,14.0,"ROSELINDE NAINGGOLAN, S.Pd",(021) 7668635,Baik,A
2.0106148E7,SDN Pondok Labu 05 Pg.,Jl. R S Fatmawati No. 189,Cilandak,343.0,10.0,"I GEDE WAYAN SUDIASTRA, S.Pd",(021) 7506313,Baik,A
2.0106149E7,SDN Pondok Labu 06 Pg.,Jl. Swakarya Bawah No. 8,Cilandak,366.0,13.0,"BUDIYANTO, S.Pd",(021) 7664339,Baik,A
2.010615E7,SDN Pondok Labu 07 Pg.,"Komp. TNI AL, Jl. Ambalun No. 1",Cilandak,453.0,23.0,"PARTINAH, S.Pd",(021) 7654534,Baik,A
2.0106151E7,SDN Pondok Labu 08 Pt.,Jl. Ambalun No. 1,Cilandak,358.0,17.0,"PARTINAH,S.pd",(021) 7665850,Baik,A
2.0106152E7,SDN Pondok Labu 09 Pg.,Jl. H. Saleh No. 37,Cilandak,348.0,13.0,"Hj. SITI CHOMSIATUN, S. Pd.",(021) 7690912,Baik,B
2.0106153E7,SDN Pondok Labu 10 Pg.,Jl. H. Saleh No. 37,Cilandak,341.0,12.0,KAMALIAH,(021) 7667613,Baik,A
2.0106154E7,SDN Pondok Labu 11 Pg.,"Komp. Timah, Jl. Margasatwa No. 11",Cilandak,334.0,22.0,"CECEP SUPENA, M.Pd",(021) 7511195,Baik,A
2.0106155E7,SDN Pondok Labu 12 Pg.,Jl. Andara I,Cilandak,368.0,15.0,"SURYANTI, M.Pd.",(021) 7693434,Baik,B
2.0106156E7,SDN Pondok Labu 13 Pg.,"Jl. Bango II, Pondok Labu",Cilandak,379.0,17.0,"SRI SUBEKTI, S. Pd. SD",(021) 7663460,Baik,A
2.0106157E7,SDN Pondok Labu 14 Pg.,Jl. Bango IV,Cilandak,376.0,16.0,"EDIYARTI,M.Pd",(021) 7667369,Baik,A
2.0106158E7,SDN Pondok Labu 15 Pg.,Jl. Andara I,Cilandak,374.0,17.0,"Drs. DJASMAN, M. Si",(021) 7693232,Baik,A
2.0106159E7,SDN Pondok Labu 16 Pg.,Jl. Pondok Labu I/ A,Cilandak,364.0,15.0,"MARTINAH, S.Pd",(021) 7658590,Baik,A
2.0109299E7,SDN Pondok Pinang 01 Pg.,Jl. Pondok Pinang Raya No. 19,Kebayoran Lama,329.0,14.0,"Hj. SRI SULASTRI, S.Pd, M.Si.",(021) 7650640,Baik,A
2.0106161E7,SDN Pondok Pinang 02 Pt.,Jl. Pondok Pinang Raya,Kebayoran Lama,295.0,14.0,"HARIYASIH, S.Pd, M.Si",(021) 75915263,Padat/Kumuh,A
2.0106162E7,SDN Pondok Pinang 03 Pg.,Jl. Pondok Pinang Raya,Kebayoran Lama,287.0,12.0,"HUSNUL LATIFAH, S.Ag",(021) 7650642,Baik,A
2.0106163E7,SDN Pondok Pinang 04 Pt.,Jl. Pondok Pinang Raya No. 3,Kebayoran Lama,314.0,14.0,Yani,(021) 75905253,Baik,A
2.010218E7,SDN Pondok Pinang 05 Pg.,Jl. Ciputat Raya Gg. SD III,Kebayoran Lama,383.0,16.0,"Yani, SPd. M.Si",(021) 7665053,Padat/Kumuh,A
2.0102179E7,SDN Pondok Pinang 06 Pt.,Jl. Ciputat Raya Gg. SD III,Kebayoran Lama,166.0,12.0,Puji Astuti,(021) 7657053,Baik,B
2.0102162E7,SDN Pondok Pinang 07 Pg.,Jl. Ciputat Raya Gg. SD III,Kebayoran Lama,245.0,12.0,"ELVIA RATNANINGRUM, S.Pd",(021) 759099725,Baik,B
2.0102144E7,SDN Pondok Pinang 08 Pg.,Jl. Subur,Kebayoran Lama,278.0,13.0,"Madalih,S.Pd, M.Si",(021) 7669255,Baik,A
